,AGE07,EDCL07,MARRIED07,KIDS07,LIFECL07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,NETWORTH07,TrueRiskTol
6742,67,2,2,0,6,3,25559.431327,3,1,5,487766.49249,1.3131239058120276
6743,67,2,2,0,6,3,25559.431327,3,1,5,459080.43762,1.307708297255139
6744,67,2,2,0,6,3,25559.431327,3,1,5,441061.03854,1.3251474872929774
6755,63,4,1,0,6,3,9691.2843782,4,1,1,798549.34683,0.6615573536908632
6756,63,4,1,0,6,3,9691.2843782,4,1,1,801138.34095,0.6633761094851319
6757,63,4,1,0,6,3,9797.7820087,4,1,1,802173.9386,0.6612577106713966
6758,63,4,1,0,6,3,9691.2843782,4,1,1,801138.34095,0.6615794632815679
6759,63,4,1,0,6,3,9691.2843782,4,1,1,802898.85696,0.6622324581923467
6763,40,4,1,1,3,1,239619.66869,3,3,5,3833782.4951,16.506027395256954
6780,45,1,1,3,3,1,34079.241769,4,3,3,155339.64729,5.085394233363976
6781,45,1,1,3,3,1,34079.241769,4,3,3,144983.6708,5.085394233363976
6782,45,1,1,3,3,1,34079.241769,4,3,3,142912.47551,5.085394233363976
6783,45,1,1,3,3,1,34079.241769,4,3,3,149126.0614,5.085394233363976
6784,45,1,1,3,3,1,34079.241769,4,3,3,151197.25669,5.085394233363976
6805,65,4,1,0,5,1,159746.44579,3,3,4,710937.78576,1.1650771792376573
6806,65,4,1,0,5,1,159746.44579,3,3,4,730614.14108,1.1524520544293495
6808,65,4,1,0,5,1,159746.44579,3,3,4,714044.57871,1.1179789706973589
6809,65,4,1,0,5,1,159746.44579,3,3,4,777216.03527,1.1653124816120677
6815,50,3,1,0,2,2,4845642.1891,2,3,4,26573435.663,26.453697106585118
6816,50,3,1,0,2,2,4856291.9521,2,3,4,28582495.101,26.48458452626356
6817,50,3,1,0,2,2,4856291.9521,2,3,4,35634915.088,26.48458452626356
6818,50,3,1,0,2,2,4856291.9521,2,3,4,26573435.663,26.48458452626356
6819,50,3,1,0,2,2,4866941.7152,2,3,4,26229617.244,26.51547196069769
6820,64,2,1,0,6,3,44729.004822,4,3,3,504025.37557,1.3024022115230127
6821,64,2,1,0,6,3,44729.004822,4,3,3,505060.97322,1.3024022115230127
6822,64,2,1,0,6,3,44729.004822,4,3,3,505060.97322,1.3024022115230127
6823,64,2,1,0,6,3,44729.004822,4,3,3,504025.37557,1.3024022115230127
6824,64,2,1,0,6,3,44729.004822,4,3,3,505060.97322,1.3024022115230127
6825,54,3,1,2,3,1,148031.70644,3,3,4,719740.36577,5.0073940524083795
6840,49,3,2,1,4,1,132057.06186,3,3,3,385449.44481,6.456342151782529
6841,49,3,2,1,4,1,132057.06186,3,3,3,385449.44481,6.456342151782529
6842,49,3,2,1,4,1,132057.06186,3,3,3,385449.44481,6.456342151782529
6843,49,3,2,1,4,1,132057.06186,3,3,3,385449.44481,6.456342151782529
6844,49,3,2,1,4,1,132057.06186,3,3,3,386381.48269,6.4511529545685935
6860,89,2,2,0,6,3,17039.620885,4,3,5,643934.6179,0.5830488188985942
6861,89,2,2,0,6,3,15974.644579,4,3,5,643934.6179,0.5830488188985942
6862,89,2,2,0,6,3,15974.644579,4,3,5,643831.05813,0.5830488188985942
6863,89,2,2,0,6,3,17039.620885,4,3,5,643934.6179,0.5830488188985942
6864,89,2,2,0,6,3,17039.620885,4,3,5,643934.6179,0.5830488188985942
6895,40,3,1,1,3,1,66028.530928,3,2,5,69281.482691,12.306034674503387
6896,40,3,1,1,3,1,66028.530928,3,2,5,69177.922926,12.306034674503387
6897,40,3,1,1,3,1,66028.530928,3,2,5,69177.922926,12.306034674503387
6898,40,3,1,1,3,1,66028.530928,3,2,5,69281.482691,12.306034674503387
6899,40,3,1,1,3,1,66028.530928,3,2,5,69177.922926,12.306034674503387
6905,59,2,2,0,6,3,20234.549801,2,3,2,143326.71457,1.918530804955708
6906,59,2,2,0,6,3,15974.644579,2,3,2,147572.66492,1.6068687448397017
6925,25,4,1,0,2,1,160811.4221,1,3,2,1572140.7903,44.2395520078433
6928,25,4,1,0,2,1,161876.3984,1,3,2,1865567.0281,44.106523486293355
6929,25,4,1,0,2,1,159746.44579,1,3,2,1036943.9255,48.6004739243165
6935,36,4,1,2,3,1,395106.20926,1,2,2,204634.09536,58.81898839515542
6936,36,4,1,2,3,1,396171.18557,1,2,2,205773.25278,59.45002360291922
6937,36,4,1,2,3,1,395106.20926,1,2,2,203598.49771,59.17523424941899
6938,36,4,1,2,3,1,396171.18557,1,2,2,205773.25278,58.625046174935036
6939,36,4,1,2,3,1,395106.20926,1,2,2,205773.25278,59.51663074338814
6940,38,4,1,3,3,1,44729.004822,3,2,4,146019.26845,14.265157776913934
6941,38,4,1,3,3,1,43664.028517,3,2,4,146019.26845,14.11119794955753
6942,38,4,1,3,3,1,43664.028517,3,2,4,146019.26845,14.11119794955753
6945,60,3,1,0,5,1,159746.44579,3,3,1,1243545.6564,2.193945387657916
6946,60,3,1,0,5,1,159746.44579,3,3,1,1308477.629,2.16872795287449
6947,60,3,1,0,5,1,159746.44579,3,3,1,1194458.3279,2.2333344738004106
6948,60,3,1,0,5,1,159746.44579,3,3,1,1140814.3697,2.241219506906256
6949,60,3,1,0,5,1,159746.44579,3,3,1,1367506.695,2.230599384752498
6950,69,4,1,0,6,3,88393.033339,3,3,3,2242068.9092,0.5669037818945739
6951,69,4,1,0,6,3,88393.033339,3,3,3,2242068.9092,0.5669037818945739
6952,69,4,1,0,6,3,88393.033339,3,3,3,2242068.9092,0.5669037818945739
6953,69,4,1,0,6,3,88393.033339,3,3,3,2243104.5069,0.5669037818945739
6954,69,4,1,0,6,3,88393.033339,3,3,3,2242068.9092,0.5669037818945739
6961,39,3,1,2,3,2,106497.63053,3,2,4,434951.01241,39.26517758976716
6963,39,3,1,2,3,2,106497.63053,3,2,4,434951.01241,39.26517758976716
6964,39,3,1,2,3,2,106497.63053,3,2,4,437022.20771,39.0798807058232
7007,62,2,1,1,5,2,55378.767875,4,1,4,179572.63227,4.341651231619405
7009,62,2,1,1,5,2,75613.317676,4,1,4,190757.08687,5.004031484351803
7025,56,4,1,0,5,1,126732.18033,3,3,4,1048749.7387,10.531270576732034
7026,56,4,1,0,5,1,126732.18033,3,3,4,1047817.7008,10.531270576732034
7027,56,4,1,0,5,1,126732.18033,3,3,4,1041500.5552,10.531270576732034
7028,56,4,1,0,5,1,126732.18033,3,3,4,1042266.8975,10.531270576732034
7029,56,4,1,0,5,1,126732.18033,3,3,4,1044710.9079,10.531270576732034
7045,51,1,1,2,3,1,26624.407632,4,2,1,106490.50621,6.104659905335385
7046,51,1,1,2,3,1,26624.407632,4,2,1,88253.631613,6.007643965849837
7047,51,1,1,2,3,1,26624.407632,4,2,1,95502.815153,6.007643965849837
7048,51,2,1,2,3,1,25559.431327,4,2,1,110322.2175,5.797027567939969
7049,51,1,1,2,3,1,26624.407632,4,2,1,109172.70411,5.910386285338216
7050,48,4,1,2,3,2,396171.18557,3,3,4,3421614.631,6.644478154144192
7051,48,4,1,2,3,2,396171.18557,3,3,4,3421614.631,6.644478154144192
7052,48,4,1,2,3,2,397236.16187,3,3,4,3421614.631,6.653080924136763
7053,48,4,1,2,3,2,397236.16187,3,3,4,3422650.2286,6.653080924136763
7054,48,4,1,2,3,2,396171.18557,3,3,4,3421614.631,6.644478154144192
7065,52,2,1,2,3,4,198085.59278,2,3,4,694989.58197,9.57527555584043
7066,52,2,1,2,3,4,225774.97672,2,3,4,686704.80078,9.903665514252948
7067,52,2,1,2,3,4,172526.16146,2,3,4,670135.23841,8.742972320148006
7069,52,2,1,2,3,4,225774.97672,2,3,4,635960.516,10.140158362642703
7075,38,2,1,1,3,1,74548.341371,4,3,5,110601.82887,48.53662524531872
7076,38,2,1,1,3,1,74548.341371,4,3,5,121993.403,48.53662524531872
7077,38,2,1,1,3,1,74548.341371,4,3,5,117851.01241,48.53662524531872
7078,38,2,1,1,3,1,74548.341371,4,3,5,113605.06205,48.55783776106203
7079,38,2,1,1,3,1,74548.341371,4,3,5,114744.21946,48.53662524531872
7085,50,2,1,1,3,1,79873.222897,3,1,4,249371.91378,10.399451158422632
7086,50,2,1,1,3,1,79873.222897,3,1,4,282511.03854,10.526505662084375
7087,50,2,1,1,3,1,79873.222897,3,1,4,248336.31613,11.161780136593908
7088,50,2,1,1,3,1,79873.222897,3,1,4,261799.08556,10.462978391706727
7089,50,2,1,1,3,1,79873.222897,3,1,4,265941.47616,10.844142524600237
7095,65,1,2,0,6,3,26624.407632,4,2,4,296543.38668,0.8269703554830039
7096,65,1,2,0,6,3,26624.407632,4,2,4,296543.38668,0.8269703554830039
7097,65,1,2,0,6,3,27689.383938,4,2,4,296543.38668,0.8354098742774527
7098,65,1,2,0,6,3,27689.383938,4,2,4,296543.38668,0.8395026125975623
7099,65,1,2,0,6,3,26624.407632,4,2,4,296543.38668,0.8310349180002561
7100,41,3,1,2,3,1,127797.15664,3,3,2,546795.55846,22.199611244609706
7101,41,3,1,2,3,1,128862.13294,3,3,2,356245.59112,22.274947110597555
7102,41,3,1,2,3,1,127797.15664,3,3,2,370743.9582,22.18426044814474
7103,41,3,1,2,3,1,128862.13294,3,3,2,376957.54409,22.358205863014042
7104,41,3,1,2,3,1,127797.15664,3,3,2,438057.80536,21.904436959539346
7135,33,1,1,3,3,1,57508.720486,4,3,4,191896.24428,50.652814286513475
7136,33,1,1,3,3,1,57508.720486,4,3,4,191792.68452,50.652814286513475
7137,33,1,1,3,3,1,57508.720486,4,3,4,191792.68452,50.652814286513475
7138,33,1,1,3,3,1,57508.720486,4,3,4,193625.69236,50.652814286513475
7139,33,1,1,3,3,1,57508.720486,4,3,4,190964.2064,50.652814286513475
7140,42,2,1,3,3,2,181045.9719,3,3,2,1871117.8315,9.243102674728814
7141,42,2,1,3,3,2,173591.13776,3,3,2,1714742.5865,9.05478324685479
7143,42,2,1,3,3,2,140576.8723,3,3,2,1930146.8975,8.220841804477027
7144,42,2,1,3,3,2,189565.78234,3,3,2,1731312.1489,9.45832824666919
7160,53,4,1,3,3,2,392976.25665,1,3,3,2570871.1626,13.695318485608308
7161,53,4,1,3,3,2,392976.25665,1,3,3,2561032.985,13.730231130280693
7162,53,4,1,3,3,2,391911.28035,1,3,3,2559997.3873,13.77003947706865
7163,53,4,1,3,3,2,391911.28035,1,3,3,2579363.0634,13.638908900800587
7164,53,4,1,3,3,2,392976.25665,1,3,3,2588994.1215,13.460207285902637
7176,59,1,1,0,6,3,74548.341371,3,2,4,474396.92685,1.8919465799583077
7178,59,1,1,0,6,3,74548.341371,3,2,4,486233.80797,1.9699955819463808
7185,43,4,2,0,1,1,50053.886349,4,3,5,282718.15807,8.812437088445204
7186,43,4,2,0,1,1,50053.886349,4,3,5,283753.75572,8.831418214620848
7187,43,4,2,0,1,1,50053.886349,4,3,5,283753.75572,8.722072328939955
7188,43,4,2,0,1,1,50053.886349,4,3,5,284789.35336,8.678252232148129
7189,43,4,2,0,1,1,48988.910043,4,3,5,284789.35336,8.6835935873479
7205,69,4,2,0,6,3,96912.843782,3,2,5,2207894.1868,0.8046482066754562
7206,69,4,2,0,6,3,220450.0952,3,2,5,2157149.902,0.772760243824135
7207,69,4,2,0,6,3,151226.63535,3,2,5,2208929.7845,0.7745529009263168
7208,69,4,2,0,6,3,72418.38876,3,2,5,2226534.9445,0.8433455139093987
7212,41,4,1,3,3,1,111822.51206,3,2,4,854368.06009,7.496943906972675
7260,53,4,1,1,3,1,119277.34619,3,2,4,1077435.7936,4.345466497654215
7263,53,4,1,1,3,1,119277.34619,3,2,4,1072257.8054,4.016706751711126
7265,43,4,1,2,3,2,233229.81086,2,3,2,845151.24102,17.316513898199254
7266,43,4,1,2,3,2,246009.52652,2,3,2,802173.9386,18.430088104983646
7267,43,4,1,2,3,2,254529.33697,2,3,2,806937.68779,19.85746739619571
7268,43,4,1,2,3,2,225774.97672,2,3,2,840076.81254,19.049539773126032
7269,43,4,1,2,3,2,226839.95303,2,3,2,892063.8145,17.0789252539033
7295,36,2,1,2,3,1,87328.057034,2,1,5,151922.17505,27.431674764869697
7296,36,2,1,2,3,1,87328.057034,2,1,5,137527.36773,27.431674764869697
7297,36,2,1,2,3,1,87328.057034,2,1,5,156168.12541,27.431674764869697
7298,36,2,1,2,3,1,87328.057034,2,1,5,167559.69954,27.431674764869697
7299,36,2,1,2,3,1,87328.057034,2,1,5,191378.44546,27.431674764869697
7310,48,4,1,2,3,1,69223.459844,3,1,5,268913.64141,24.957864456824193
7311,48,4,1,2,3,1,69223.459844,3,1,5,474997.57348,24.636083960608694
7312,48,4,1,2,3,1,69223.459844,3,1,5,256175.79033,24.787380275772726
7313,48,4,1,2,3,1,69223.459844,3,1,5,246026.93338,24.70281174254414
7314,48,4,1,2,3,1,69223.459844,3,1,5,374337.48204,24.849096961719415
7350,44,4,1,0,2,1,157616.49318,2,3,2,774212.80209,9.399156632161926
7351,44,4,1,0,2,1,157616.49318,2,3,2,754640.00653,9.399156632161926
7352,44,4,1,0,2,1,157616.49318,2,3,2,716219.33377,9.399156632161926
7353,44,4,1,0,2,1,157616.49318,2,3,2,752465.25147,9.399156632161926
7354,44,4,1,0,2,1,157616.49318,2,3,2,723468.51731,9.399156632161926
7355,52,2,1,0,2,1,51118.862654,3,3,1,583455.71522,6.231816860843725
7358,52,2,1,0,2,1,51118.862654,3,3,1,674691.86806,6.680192992962248
7375,83,1,2,0,6,3,203623.46957,3,3,4,6159734.8138,0.5534768041235232
7377,83,1,2,0,6,3,203623.46957,3,3,4,6078958.1973,0.5522134464748365
7379,83,1,2,0,6,3,203623.46957,3,3,4,5725819.3991,0.5534166666666895
7395,64,2,1,0,5,1,74548.341371,3,1,3,1100322.5016,1.0936079163587316
7396,64,2,1,0,5,1,74548.341371,3,1,3,1342641.9954,1.0936070216866778
7397,64,2,1,0,5,1,74548.341371,3,1,3,1166600.7511,1.0936978206147412
7398,64,2,1,0,5,1,74548.341371,3,1,3,1082706.9856,1.093696917296544
7399,64,2,1,0,5,1,74548.341371,3,1,3,1097205.3527,1.0936070216866778
7441,55,2,2,1,6,3,97977.820087,4,3,2,21643.990856,83.48021953199458
7460,43,4,2,2,4,1,74548.341371,3,3,4,136170.73481,17.801240874996047
7475,66,2,1,0,5,1,48988.910043,3,3,5,164349.34683,1.0913543258937937
7476,66,2,1,0,5,1,50053.886349,3,3,5,186096.89745,1.0966879672630974
7477,66,2,1,0,5,1,48988.910043,3,3,5,294834.65056,1.0913543258937937
7478,66,2,1,0,5,1,50053.886349,3,3,5,207844.44807,1.0966879672630974
7479,66,2,1,0,5,1,48988.910043,3,3,5,193346.08099,1.0913543258937937
7480,40,2,1,2,3,1,109692.55945,4,3,5,69592.161986,53.16883913723288
7481,40,2,1,2,3,1,105432.65422,4,3,5,87197.322012,52.18949167024445
7483,40,2,1,2,3,1,107562.60683,4,3,5,70109.96081,52.894437564926555
7484,40,2,1,2,3,1,99042.796392,4,3,5,65449.771391,50.90105758595355
7490,60,3,1,0,5,1,86263.080729,3,3,4,506096.57087,3.9116903078120417
7491,60,3,1,0,5,1,86263.080729,3,3,4,499054.50686,3.9584490914401997
7492,60,3,1,0,5,1,86263.080729,3,3,4,500504.34357,3.8877104127228748
7493,60,3,1,0,5,1,86263.080729,3,3,4,485281.05813,3.9178189334038374
7494,60,3,1,0,5,1,86263.080729,3,3,4,487973.61202,3.936536903958624
7497,59,4,2,0,5,1,99042.796392,3,3,4,179986.87133,4.786568872414085
7515,54,2,2,0,1,1,51118.862654,3,3,5,599818.15807,1.9583008362846948
7516,54,2,2,0,1,1,51118.862654,3,3,5,598782.56042,1.9044668610402686
7517,54,2,2,0,1,1,51118.862654,3,3,5,598782.56042,1.9852187572838988
7518,54,2,2,0,1,1,51118.862654,3,3,5,599818.15807,2.0390562024412917
7519,54,2,2,0,1,1,51118.862654,3,3,5,599818.15807,2.0390562024412917
7523,63,3,1,0,5,2,109692.55945,3,3,3,1437202.4167,1.4574420602537022
7546,59,4,1,2,5,1,332272.60725,3,3,4,8948495.7218,1.1400293919339726
7575,43,2,1,2,3,1,42599.052212,4,3,1,-2392.230568,18.05589178557209
7576,43,2,1,2,3,1,42599.052212,4,3,1,12810.342913,18.05685708562668
7577,43,2,1,2,3,1,42599.052212,4,3,1,7642.7106466,18.22264173249092
7578,43,2,1,2,3,1,42599.052212,4,3,1,11795.457218,18.22264173249092
7579,43,2,1,2,3,1,42599.052212,4,3,1,497.08687133,18.22360703254551
7595,64,1,1,0,6,3,24494.455022,3,2,4,173100.14696,0.9849776747267176
7596,64,1,1,0,6,3,23429.478716,3,2,4,135414.74853,1.0159804328134185
7597,64,1,1,0,6,3,23429.478716,3,2,4,136698.88961,1.0586281428894277
7598,64,1,1,0,6,3,25559.431327,3,2,4,122925.44089,1.0864910713736413
7599,64,1,1,0,6,3,24494.455022,3,2,4,168667.78903,1.0039834551192492
7600,34,4,1,1,3,1,127797.15664,2,3,4,257242.45591,41.64161804821414
7601,34,4,1,1,3,1,127797.15664,2,3,4,256206.85826,41.64161804821414
7602,34,4,1,1,3,1,127797.15664,2,3,4,257242.45591,41.64161804821414
7603,34,4,1,1,3,1,127797.15664,2,3,4,256206.85826,41.64161804821414
7604,34,4,1,1,3,1,127797.15664,2,3,4,256206.85826,41.64161804821414
7615,53,2,2,0,1,1,15974.644579,3,2,2,37074.39582,5.846288632169504
7616,53,2,2,0,1,1,15974.644579,3,2,2,20494.477466,6.6402134181457955
7617,53,2,2,0,1,1,15974.644579,3,2,2,31886.0516,6.0229227125681515
7618,53,2,2,0,1,1,15974.644579,3,2,2,19458.879817,6.37827178209795
7619,53,2,2,0,1,1,15974.644579,3,2,2,32921.649249,6.460866119217762
7675,64,4,1,0,5,2,952088.81693,3,3,4,10334021.816,1.6219172274996807
7676,64,4,1,0,5,2,1033027.0161,3,3,4,10972157.087,1.595007105340479
7677,64,4,1,0,5,2,1044741.7555,3,3,4,11134228.119,1.5862035044441893
7679,64,4,1,0,5,2,974453.31934,3,3,4,12511055.193,1.323286743333202
7690,60,4,1,3,5,2,565502.41811,2,3,4,16748720.771,0.9059483086423172
7691,60,4,1,3,5,2,545267.86831,2,3,4,16748720.771,0.8987567284666425
7692,60,4,1,3,5,2,572957.25225,2,3,4,16748720.771,0.9086013752373486
7693,60,4,1,3,5,2,569762.32333,2,3,4,16748720.771,0.9074641225698771
7694,60,4,1,3,5,2,579347.11008,2,3,4,16748720.771,0.9108768672566938
7715,56,2,1,0,5,1,64963.554623,3,3,2,295041.77008,4.617787373576674
7716,56,2,1,0,5,1,64963.554623,3,3,2,308504.53952,4.577724119473652
7729,55,4,1,0,6,3,567632.37072,2,3,2,11039470.934,1.3416718784995796
7730,26,4,1,1,3,1,71353.412455,3,2,1,49625.839321,52.93721105438909
7731,26,4,1,1,3,1,71353.412455,3,2,1,49636.195297,52.93612977886218
7732,26,4,1,1,3,1,71353.412455,3,2,1,54907.387329,52.93721105438909
7733,26,4,1,1,3,1,71353.412455,3,2,1,41341.058132,52.93721105438909
7734,26,4,1,1,3,1,71353.412455,3,2,1,49636.195297,52.93612977886218
7760,64,2,2,0,6,3,12779.715664,4,2,5,71984.392554,1.4247341178182793
7761,64,2,2,0,6,3,12779.715664,4,2,5,77462.704115,1.409350028741438
7762,64,2,2,0,6,3,12779.715664,4,2,5,73744.908556,1.398621648473965
7805,75,4,1,0,5,1,5431379.157,2,3,5,77876943.174,0.45221811330350836
7806,75,4,1,0,5,1,5431379.157,2,3,5,79488333.116,0.4523053173054872
7807,75,4,1,0,5,1,5431379.157,2,3,5,77662574.461,0.45220565189790746
7808,75,4,1,0,5,1,5431379.157,2,3,5,79152799.477,0.4522661978869708
7809,75,4,1,0,5,1,5431379.157,2,3,5,78756165.578,0.4526603819628132
7815,35,4,2,1,4,1,80938.199202,3,3,2,42459.503592,32.56143603338195
7816,35,4,2,1,4,1,80938.199202,3,3,2,42459.503592,32.75655655186766
7817,35,4,2,1,4,1,80938.199202,3,3,2,42459.503592,32.56256641821459
7818,35,4,2,1,4,1,80938.199202,3,3,2,42459.503592,32.367730699166984
7819,35,4,2,1,4,1,80938.199202,3,3,2,42459.503592,32.75800507824708
7830,59,4,1,0,6,3,167201.27993,2,3,5,1332917.7335,2.484889991997111
7831,59,4,1,0,6,3,168266.25624,2,3,5,1335610.2874,2.49025104681285
7832,59,4,1,0,6,3,168266.25624,2,3,5,1333435.5323,2.495762447412012
7833,59,4,1,0,6,3,168266.25624,2,3,5,1333539.0921,2.495762447412012
7834,59,4,1,0,6,3,168266.25624,2,3,5,1332607.0542,2.495762447412012
7835,52,2,1,0,2,1,103302.70161,3,3,4,397669.49706,10.560333199933357
7836,52,2,1,0,2,1,103302.70161,3,3,4,397669.49706,10.545256352659074
7837,52,2,1,0,2,1,103302.70161,3,3,4,397669.49706,10.560333199933357
7838,52,2,1,0,2,1,103302.70161,3,3,4,397669.49706,10.578040119628316
7839,52,2,1,0,2,1,104367.67792,3,3,4,397669.49706,10.620574066549633
7842,57,2,1,0,6,3,92652.938561,2,2,4,154614.72894,7.840723986319549
7845,41,2,1,3,3,2,378066.58838,3,3,2,3429899.4121,21.94619692076698
7846,41,2,1,3,3,2,378066.58838,3,3,2,3444397.7792,21.94619692076698
7847,41,2,1,3,3,2,378066.58838,3,3,2,3444397.7792,21.94619692076698
7848,41,2,1,3,3,2,378066.58838,3,3,2,3443362.1816,21.94619692076698
7849,41,2,1,3,3,2,378066.58838,3,3,2,3431970.6074,21.94619692076698
7855,64,4,1,0,5,2,266244.07632,3,1,4,1133171.659,1.8062961818405157
7856,64,4,1,0,5,2,266244.07632,3,1,4,1684182.0999,1.8092652224937462
7857,64,4,1,0,5,2,266244.07632,3,1,4,1118694.0039,1.8123457692404836
7858,64,4,1,0,5,2,266244.07632,3,1,4,1144749.6408,1.8164168897924
7859,64,4,1,0,5,2,266244.07632,3,1,4,1315675.0327,1.8112143862744143
7890,70,4,1,0,5,1,25463583.46,2,3,2,830497637.85,0.45269864143040117
7891,70,4,1,0,5,1,25314486.777,2,3,2,914218458.56,0.45251058747600825
7892,70,4,1,0,5,1,24057814.737,2,3,2,922630618.26,0.45260245006741684
7893,70,4,1,0,5,1,23706372.556,2,3,2,832825661.37,0.45330572411195014
7894,70,4,1,0,5,1,28296420.432,2,3,2,857292691.41,0.45278795128542565
7895,48,2,1,6,3,1,110757.53575,4,3,5,139805.68256,20.359250745188113
7896,48,2,1,6,3,1,110757.53575,4,3,5,155339.64729,20.359250745188113
7897,48,2,1,6,3,1,110757.53575,4,3,5,137734.48726,20.359250745188113
7898,48,2,1,6,3,1,110757.53575,4,3,5,177397.8772,20.359250745188113
7899,48,2,1,6,3,1,110757.53575,4,3,5,125307.31548,20.359250745188113
7900,64,4,1,0,6,3,132057.06186,3,3,3,10892208.948,1.3747985257590285
7901,64,4,1,0,6,3,116082.41728,3,3,3,8393415.3821,1.554811089896321
7902,64,4,1,0,6,3,148031.70644,3,3,3,11671703.298,1.5143067004059376
7904,64,4,1,0,6,3,154421.56427,3,3,3,10483976.355,1.5268528873946838
7950,47,2,1,0,2,1,28754.360243,3,1,5,7250.2191378,37.4368659455191
7951,47,2,1,0,2,1,28754.360243,3,1,5,26512.335402,37.4368659455191
7952,47,2,1,0,2,1,27689.383938,3,1,5,18434.673743,36.74449769124956
7953,47,2,1,0,2,1,27689.383938,3,1,5,17399.076094,36.74449769124956
7954,47,2,1,0,2,1,28754.360243,3,1,5,17191.956564,37.4368659455191
7960,74,4,1,0,6,3,322687.8205,3,3,5,4015012.0836,0.5382937500003151
7961,74,4,1,0,6,3,321622.8442,3,3,5,4194170.4768,0.5382937500003151
7962,74,4,1,0,6,3,322687.8205,3,3,5,4076112.3449,0.5382937500003151
7963,74,4,1,0,6,3,321622.8442,3,3,5,4268733.5075,0.5382937500003151
7964,74,4,1,0,6,3,322687.8205,3,3,5,3977730.5683,0.5382937500003151
7985,64,3,2,0,5,1,23429.478716,4,3,5,98071.097322,1.185958881095985
7986,64,3,2,0,5,1,23429.478716,4,3,5,95999.902025,1.185958881095985
7987,64,3,2,0,5,1,25559.431327,4,3,5,77359.14435,1.2211828919279342
7988,64,3,2,0,5,1,26624.407632,4,3,5,88750.718485,1.2388008557168488
7989,64,3,2,0,5,1,25559.431327,4,3,5,106355.87851,1.2211828919279342
7995,40,2,1,2,3,1,106497.63053,4,2,2,173669.72567,14.087998403370875
7996,40,2,1,2,3,1,106497.63053,4,2,2,202666.45983,13.477524737363773
7997,40,2,1,2,3,1,106497.63053,4,2,2,137423.80797,14.464218549559174
7998,40,2,1,2,3,1,105432.65422,4,2,2,145708.58916,14.249860357326444
7999,40,2,1,2,3,1,106497.63053,4,2,2,176776.51862,13.89281400841769
8010,69,4,1,0,5,2,3344025.5986,3,3,4,10785749.51,0.7224262442047458
8011,69,4,1,0,5,2,3354675.3617,3,3,4,12325683.214,0.7352911055109579
8014,69,4,1,0,5,2,3344025.5986,3,3,4,12915973.873,0.7276231561388125
8025,41,4,1,3,3,2,425990.52212,3,3,4,5275334.4219,7.26960378128757
8026,41,4,1,3,3,2,425990.52212,3,3,4,5461741.9987,7.065788171834736
8027,41,4,1,3,3,2,425990.52212,3,3,4,5119994.7747,7.458586104912669
8028,41,4,1,3,3,2,425990.52212,3,3,4,5161418.6806,7.406323697800749
8029,41,4,1,3,3,2,425990.52212,3,3,4,5151062.7041,7.4192568331867434
8035,61,4,1,0,5,2,1565515.1688,3,3,4,33168121.489,0.9139656719743543
8036,61,4,1,0,5,2,1576164.9318,3,3,4,33168121.489,0.9152668014874632
8037,61,4,1,0,5,2,1576164.9318,3,3,4,33169157.087,0.9166531544261272
8038,61,4,1,0,5,2,1565515.1688,3,3,4,33169157.087,0.9139656719743543
8039,61,4,1,0,5,2,1565515.1688,3,3,4,33169157.087,0.9139656719743543
8050,65,4,2,0,5,1,80938.199202,2,3,4,953164.07577,1.4406475259177283
8051,65,4,2,0,5,1,80938.199202,2,3,4,691157.87067,1.4360560127081725
8052,65,4,2,0,5,1,80938.199202,2,3,4,497501.11039,1.4406475259177283
8053,65,4,2,0,5,1,80938.199202,2,3,4,680801.89419,1.4498483228947985
8054,65,4,2,0,5,1,80938.199202,2,3,4,739830.96016,1.4452450246768738
8091,64,2,1,0,5,2,217255.16628,3,3,5,7177520.1829,1.5403328323165142
8107,67,3,1,0,5,2,64963.554623,4,3,5,818463.88961,0.7399597041370553
8109,67,3,1,0,5,2,77743.270286,4,3,5,921661.1953,0.7165774287299097
8113,57,2,1,0,5,1,133122.03816,3,2,5,388804.78119,5.0355085951277445
8114,57,2,1,0,5,1,133122.03816,3,2,5,245094.89549,4.765412703253869
8126,68,4,1,0,6,3,40469.099601,3,3,4,578899.08556,1.3155848206714555
8128,68,4,1,0,6,3,40469.099601,3,3,4,504750.29393,1.3075807133441266
8130,63,4,2,0,6,4,110757.53575,3,3,2,1516218.5173,0.9442221456435795
8131,63,4,2,0,6,4,123537.25141,3,3,2,1577836.5774,0.951187250679846
8132,63,4,2,0,6,4,118212.36989,3,3,2,1322458.1973,0.9674503994193453
